brand,family,nickname,model_full,com_1,com_2,com_3,语言,安装方式,支架,power,防爆等级,外壳,信号协议
AW,AW-220 T1,T1,AW220T1PB001D,RTU_2,ANALOG,无电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PB002A,RTU_2,ANALOG,无电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PB002D,RTU_2,ANALOG,无电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PB101A,RTU_2,ANALOG,锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PB101D,RTU_2,ANALOG,锂电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PB102A,RTU_2,ANALOG,锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PB102D,RTU_2,ANALOG,锂电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PC001D,RTU_2,TCP,无电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PC002A,RTU_2,TCP,无电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PC002D,RTU_2,TCP,无电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PC101A,RTU_2,TCP,锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PC101D,RTU_2,TCP,锂电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PC102A,RTU_2,TCP,锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PC102D,RTU_2,TCP,锂电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PD001D,RTU_2,BT,无电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PD002A,RTU_2,BT,无电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PD002D,RTU_2,BT,无电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PD101A,RTU_2,BT,锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PD101D,RTU_2,BT,锂电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PD102A,RTU_2,BT,锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PD102D,RTU_2,BT,锂电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PE001D,RTU_2,WIFI,无电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PE002A,RTU_2,WIFI,无电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PE002D,RTU_2,WIFI,无电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PE101A,RTU_2,WIFI,锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PE101D,RTU_2,WIFI,锂电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PE102A,RTU_2,WIFI,锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PE102D,RTU_2,WIFI,锂电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PF001D,RTU_2,IO,无电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PF002A,RTU_2,IO,无电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PF002D,RTU_2,IO,无电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PF101A,RTU_2,IO,锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PF101D,RTU_2,IO,锂电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PF102A,RTU_2,IO,锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PF102D,RTU_2,IO,锂电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PG001D,RTU_2,ANALOG5V,无电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PG002A,RTU_2,ANALOG5V,无电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PG002D,RTU_2,ANALOG5V,无电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PG101A,RTU_2,ANALOG5V,锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PG101D,RTU_2,ANALOG5V,锂电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PG102A,RTU_2,ANALOG5V,锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PG102D,RTU_2,ANALOG5V,锂电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PH001D,RTU_2,ANALOG10V,无电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PH002A,RTU_2,ANALOG10V,无电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PH002D,RTU_2,ANALOG10V,无电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PH101A,RTU_2,ANALOG10V,锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PH101D,RTU_2,ANALOG10V,锂电池,0,防尘式,立杆支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PH102A,RTU_2,ANALOG10V,锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1PH102D,RTU_2,ANALOG10V,锂电池,0,防尘式,壁挂支架,DC24V,0,塑料外壳,A
AW,AW-220 T1,T1,AW220T1SA001A,RTU_2,0,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SA001D,RTU_2,0,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SA002A,RTU_2,0,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SA002D,RTU_2,0,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SA101A,RTU_2,0,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SA101D,RTU_2,0,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SA102A,RTU_2,0,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SA102D,RTU_2,0,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB001A,RTU_2,ANALOG,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB001D,RTU_2,ANALOG,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB002A,RTU_2,ANALOG,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB002D,RTU_2,ANALOG,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB101A,RTU_2,ANALOG,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB101D,RTU_2,ANALOG,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB102A,RTU_2,ANALOG,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SB102D,RTU_2,ANALOG,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC001A,RTU_2,TCP,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC001D,RTU_2,TCP,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC002A,RTU_2,TCP,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC002D,RTU_2,TCP,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC101A,RTU_2,TCP,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC101D,RTU_2,TCP,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC102A,RTU_2,TCP,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SC102D,RTU_2,TCP,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD001A,RTU_2,BT,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD001D,RTU_2,BT,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD002A,RTU_2,BT,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD002D,RTU_2,BT,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD101A,RTU_2,BT,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD101D,RTU_2,BT,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD102A,RTU_2,BT,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SD102D,RTU_2,BT,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE001A,RTU_2,WIFI,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE001D,RTU_2,WIFI,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE002A,RTU_2,WIFI,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE002D,RTU_2,WIFI,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE101A,RTU_2,WIFI,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE101D,RTU_2,WIFI,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE102A,RTU_2,WIFI,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SE102D,RTU_2,WIFI,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF001A,RTU_2,IO,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF001D,RTU_2,IO,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF002A,RTU_2,IO,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF002D,RTU_2,IO,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF101A,RTU_2,IO,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF101D,RTU_2,IO,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF102A,RTU_2,IO,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SF102D,RTU_2,IO,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG001A,RTU_2,ANALOG5V,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG001D,RTU_2,ANALOG5V,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG002A,RTU_2,ANALOG5V,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG002D,RTU_2,ANALOG5V,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG101A,RTU_2,ANALOG5V,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG101D,RTU_2,ANALOG5V,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG102A,RTU_2,ANALOG5V,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SG102D,RTU_2,ANALOG5V,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH001A,RTU_2,ANALOG10V,无电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH001D,RTU_2,ANALOG10V,无电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH002A,RTU_2,ANALOG10V,无电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH002D,RTU_2,ANALOG10V,无电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH101A,RTU_2,ANALOG10V,锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH101D,RTU_2,ANALOG10V,锂电池,0,防尘式,立杆支架,DC24V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH102A,RTU_2,ANALOG10V,锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T1,T1,AW220T1SH102D,RTU_2,ANALOG10V,锂电池,0,防尘式,壁挂支架,DC24V,0,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SA0010,RTU_2,0,无电池,0,本安,立杆支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SB0010,RTU_2,ANALOG,无电池,0,本安,立杆支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SD0010,RTU_2,BT,无电池,0,本安,立杆支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SE0010,RTU_2,WIFI,无电池,0,本安,立杆支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SF0010,RTU_2,IO,无电池,0,本安,立杆支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SA0011,RTU_2,0,无电池,0,本安,立杆支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SA0020,RTU_2,0,无电池,0,本安,壁挂支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SA0021,RTU_2,0,无电池,0,本安,壁挂支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SB0011,RTU_2,ANALOG,无电池,0,本安,立杆支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SB0020,RTU_2,ANALOG,无电池,0,本安,壁挂支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SB0021,RTU_2,ANALOG,无电池,0,本安,壁挂支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SD0011,RTU_2,BT,无电池,0,本安,立杆支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SD0020,RTU_2,BT,无电池,0,本安,壁挂支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SD0021,RTU_2,BT,无电池,0,本安,壁挂支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SE0011,RTU_2,WIFI,无电池,0,本安,立杆支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SE0020,RTU_2,WIFI,无电池,0,本安,壁挂支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SE0021,RTU_2,WIFI,无电池,0,本安,壁挂支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SF0011,RTU_2,IO,无电池,0,本安,立杆支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SF0020,RTU_2,IO,无电池,0,本安,壁挂支架,防爆电源,IICT4,不锈钢外壳,A
AW,AW-220 X1,X1,AW220X1SF0021,RTU_2,IO,无电池,0,本安,壁挂支架,无电源,IICT4,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2PA001A,RS485,0,1500mA锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2PB001A,RS232,0,1500mA锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2PA101A,RS485,0,4000mA锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2PB101A,RS232,0,4000mA锂电池,0,防尘式,立杆支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2PA002A,RS485,0,1500mA锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2PB002A,RS232,0,1500mA锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2PA102A,RS485,0,4000mA锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2PB102A,RS232,0,4000mA锂电池,0,防尘式,壁挂支架,AC220V,0,塑料外壳,A
AW,AW-220 T2,T2,AW220T2SA001A,RS485,0,1500mA锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2SB001A,RS232,0,1500mA锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2SA101A,RS485,0,4000mA锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2SB101A,RS232,0,4000mA锂电池,0,防尘式,立杆支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2SA002A,RS485,0,1500mA锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2SB002A,RS232,0,1500mA锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2SA102A,RS485,0,4000mA锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 T2,T2,AW220T2SB102A,RS232,0,4000mA锂电池,0,防尘式,壁挂支架,AC220V,0,不锈钢外壳,A
AW,AW-220 H1,H1,AW220H1SA0010,RTU_2,0,0,中文|英文,防尘式,无支架,AC220V,0,不锈钢外壳,A
AW,AW-220 H1,H1,AW220H1SA1010,RTU_2,TCP,0,中文|英文,防尘式,无支架,AC220V,0,不锈钢外壳,A
AW,AW-310 X,310,AW310X011A,RTU_2,0,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X021A,RTU_2,IO,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X031A,RTU_2,ANALOG,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X041A,RTU_2,TCP,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X051A,RTU_2,DP,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X061A,RTU_2,PROFINET,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X071A,RTU_2,CCLINK,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X081A,RTU_2,CAT,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X091A,RTU_2,IP,0,0,隔爆,立杆支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X011D,RTU_2,0,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X021D,RTU_2,IO,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X031D,RTU_2,ANALOG,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X041D,RTU_2,TCP,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X051D,RTU_2,DP,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X061D,RTU_2,PROFINET,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X071D,RTU_2,CCLINK,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X081D,RTU_2,CAT,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X091D,RTU_2,IP,0,0,隔爆,立杆支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X012A,RTU_2,0,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X022A,RTU_2,IO,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X032A,RTU_2,ANALOG,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X042A,RTU_2,TCP,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X052A,RTU_2,DP,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X062A,RTU_2,PROFINET,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X072A,RTU_2,CCLINK,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X082A,RTU_2,CAT,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X092A,RTU_2,IP,0,0,隔爆,壁挂支架,AC220V,IIBT6,0,A
AW,AW-310 X,310,AW310X012D,RTU_2,0,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X022D,RTU_2,IO,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X032D,RTU_2,ANALOG,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X042D,RTU_2,TCP,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X052D,RTU_2,DP,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X062D,RTU_2,PROFINET,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X072D,RTU_2,CCLINK,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X082D,RTU_2,CAT,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
AW,AW-310 X,310,AW310X092D,RTU_2,IP,0,0,隔爆,壁挂支架,DC24V,IIBT6,0,A
