brand,family,nickname,model_full,com_1,com_2,com_3,安装方式,支架,power,语言,防爆等级,安全栅,信号协议
FAB,FAB330,3306,FAB3306D01CA00D,RTU_2,CAT,0,导轨式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D010000A,RTU_2,0,1,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D01AG00A,RTU_2,ANALOG,1,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D01TP00A,RTU_2,TCP,1,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D01DP00A,RTU_2,DP,1,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D01PN00A,RTU_2,PROFINET,1,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D01EP00A,RTU_2,IP,1,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D01CA00A,RTU_2,CAT,1,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D040000D,RTU_2,0,4,导轨式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04TP00D,RTU_2,TCP,4,导轨式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04DP00D,RTU_2,DP,4,导轨式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04PN00D,RTU_2,PROFINET,4,导轨式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04EP00D,RTU_2,IP,4,导轨式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04CA00D,RTU_2,CAT,4,导轨式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D040000A,RTU_2,0,4,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04TP00A,RTU_2,TCP,4,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04DP00A,RTU_2,DP,4,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04PN00A,RTU_2,PROFINET,4,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04EP00A,RTU_2,IP,4,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306D04CA00A,RTU_2,CAT,4,导轨式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX10000D,RTU_2,0,1,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1AG00D,RTU_2,ANALOG,1,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1TP00D,RTU_2,TCP,1,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1DP00D,RTU_2,DP,1,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1PN00D,RTU_2,PROFINET,1,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1EP00D,RTU_2,IP,1,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1CA00D,RTU_2,CAT,1,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX10000A,RTU_2,0,1,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1AG00A,RTU_2,ANALOG,1,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1TP00A,RTU_2,TCP,1,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1DP00A,RTU_2,DP,1,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1PN00A,RTU_2,PROFINET,1,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1EP00A,RTU_2,IP,1,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX1CA00A,RTU_2,CAT,1,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX40000D,RTU_2,0,4,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4TP00D,RTU_2,TCP,4,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4DP00D,RTU_2,DP,4,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4PN00D,RTU_2,PROFINET,4,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4EP00D,RTU_2,IP,4,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4CA00D,RTU_2,CAT,4,防尘式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX40000A,RTU_2,0,4,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4TP00A,RTU_2,TCP,4,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4DP00A,RTU_2,DP,4,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4PN00A,RTU_2,PROFINET,4,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4EP00A,RTU_2,IP,4,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306HX4CA00A,RTU_2,CAT,4,防尘式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX10000D,RTU_2,0,1,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1AG00D,RTU_2,ANALOG,1,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1TP00D,RTU_2,TCP,1,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1DP00D,RTU_2,DP,1,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1PN00D,RTU_2,PROFINET,1,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1EP00D,RTU_2,IP,1,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1CA00D,RTU_2,CAT,1,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX10000A,RTU_2,0,1,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1AG00A,RTU_2,ANALOG,1,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1TP00A,RTU_2,TCP,1,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1DP00A,RTU_2,DP,1,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1PN00A,RTU_2,PROFINET,1,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1EP00A,RTU_2,IP,1,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX1CA00A,RTU_2,CAT,1,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX40000D,RTU_2,0,4,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4TP00D,RTU_2,TCP,4,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4DP00D,RTU_2,DP,4,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4PN00D,RTU_2,PROFINET,4,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4EP00D,RTU_2,IP,4,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4CA00D,RTU_2,CAT,4,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX40000A,RTU_2,0,4,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4TP00A,RTU_2,TCP,4,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4DP00A,RTU_2,DP,4,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4PN00A,RTU_2,PROFINET,4,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4EP00A,RTU_2,IP,4,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306PX4CA00A,RTU_2,CAT,4,面板式,0,AC220V,中文|英文,0,0,A
FAB,FAB330,3306,FAB3306EX10000D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1AG00D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1TP00D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1DP00D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1PN00D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1EP00D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1CA00D,RTU_2,CAT,1,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX10005D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1AG05D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1TP05D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1DP05D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1PN05D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1EP05D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1CA05D,RTU_2,CAT,1,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX10000A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1AG00A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1TP00A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1DP00A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1PN00A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1EP00A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX1CA00A,RTU_2,CAT,1,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX10005A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1AG05A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1TP05A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1DP05A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1PN05A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1EP05A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX1CA05A,RTU_2,CAT,1,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX40000D,RTU_2,0,4,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4TP00D,RTU_2,TCP,4,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4DP00D,RTU_2,DP,4,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4PN00D,RTU_2,PROFINET,4,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4EP00D,RTU_2,IP,4,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4CA00D,RTU_2,CAT,4,隔爆,0,DC24V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX40005D,RTU_2,0,4,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4TP05D,RTU_2,TCP,4,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4DP05D,RTU_2,DP,4,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4PN05D,RTU_2,PROFINET,4,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4EP05D,RTU_2,IP,4,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4CA05D,RTU_2,CAT,4,隔爆,0,DC24V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX40000A,RTU_2,0,4,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4TP00A,RTU_2,TCP,4,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4DP00A,RTU_2,DP,4,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4PN00A,RTU_2,PROFINET,4,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4EP00A,RTU_2,IP,4,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX4CA00A,RTU_2,CAT,4,隔爆,0,AC220V,中文|英文,IIBT6,0,A
FAB,FAB330,3306,FAB3306EX40005A,RTU_2,0,4,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4TP05A,RTU_2,TCP,4,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4DP05A,RTU_2,DP,4,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4PN05A,RTU_2,PROFINET,4,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4EP05A,RTU_2,IP,4,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306EX4CA05A,RTU_2,CAT,4,隔爆,0,AC220V,中文|英文,IIBT6,110-5,A
FAB,FAB330,3306,FAB3306DRHX10000D,RTU_2,0,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1AG00D,RTU_2,ANALOG,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1TP00D,RTU_2,TCP,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1DP00D,RTU_2,DP,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1PN00D,RTU_2,PROFINET,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1EP00D,RTU_2,IP,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1CA00D,RTU_2,CAT,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1NT00D,RTU_2,RJ45,1,防尘式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX10000A,RTU_2,0,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1AG00A,RTU_2,ANALOG,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1TP00A,RTU_2,TCP,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1DP00A,RTU_2,DP,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1PN00A,RTU_2,PROFINET,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1EP00A,RTU_2,IP,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1CA00A,RTU_2,CAT,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRHX1NT00A,RTU_2,RJ45,1,防尘式,0,AC220V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX10000D,RTU_2,0,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX1AG00D,RTU_2,ANALOG,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX1TP00D,RTU_2,TCP,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX1DP00D,RTU_2,DP,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX1PN00D,RTU_2,PROFINET,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX1EP00D,RTU_2,IP,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX1CA00D,RTU_2,CAT,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DRPX1NT00D,RTU_2,RJ45,1,面板式,0,DC24V,中文|英文,0,0,RS485
FAB,FAB330,3306,FAB3306DREX10000D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1AG00D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1TP00D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1DP00D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1PN00D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1EP00D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1CA00D,RTU_2,CAT,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1NT00D,RTU_2,RJ45,1,隔爆,0,DC24V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX10000A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1AG00A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1TP00A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1DP00A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1PN00A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1EP00A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1CA00A,RTU_2,CAT,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX1NT00A,RTU_2,RJ45,1,隔爆,0,AC220V,中文|英文,IICT6,0,RS485
FAB,FAB330,3306,FAB3306DREX10005D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1AG05D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1TP05D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1DP05D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1PN05D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1EP05D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1CA05D,RTU_2,CAT,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1NT05D,RTU_2,RJ45,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX10005A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1AG05A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1TP05A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1DP05A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1PN05A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
